global_index,image_path,label,angle_degrees,original_source,relative_path,dataset,source_index,notes
227,images/newmask_train400_0227.jpg,unclear,71.903969,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000204\BEE24-15_000183_det10_tr0007.jpg,000204/BEE24-15_000183_det10_tr0007.jpg,base300,227,
228,images/newmask_train400_0228.jpg,unclear,91.612038,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000922\BEE24-33_001165_det40_tr0013.jpg,000922/BEE24-33_001165_det40_tr0013.jpg,base300,228,
229,images/newmask_train400_0229.jpg,head_left,74.64917,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002269\BEE24-16_000180_det13_tr0000.jpg,002269/BEE24-16_000180_det13_tr0000.jpg,base300,229,
230,images/newmask_train400_0230.jpg,head_right,7.993932,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002075\BEE24-35_002666_det07_tr0007.jpg,002075/BEE24-35_002666_det07_tr0007.jpg,base300,230,
231,images/newmask_train400_0231.jpg,unclear,95.825203,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001275\BEE24-33_002586_det38_tr0003.jpg,001275/BEE24-33_002586_det38_tr0003.jpg,base300,231,
232,images/newmask_train400_0232.jpg,unclear,115.947044,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001527\BEE24-33_003716_det40_tr0000.jpg,001527/BEE24-33_003716_det40_tr0000.jpg,base300,232,
233,images/newmask_train400_0233.jpg,head_left,74.262375,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002059\BEE24-35_002913_det02_tr0005.jpg,002059/BEE24-35_002913_det02_tr0005.jpg,base300,233,
234,images/newmask_train400_0234.jpg,head_left,114.602821,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000589\BEE24-33_000723_det27_tr0012.jpg,000589/BEE24-33_000723_det27_tr0012.jpg,base300,234,
235,images/newmask_train400_0235.jpg,unclear,-24.171719,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000649\BEE24-33_000801_det34_tr0015.jpg,000649/BEE24-33_000801_det34_tr0015.jpg,base300,235,
236,images/newmask_train400_0236.jpg,head_left,76.114403,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001868\BEE24-33_002132_det17_tr0023.jpg,001868/BEE24-33_002132_det17_tr0023.jpg,base300,236,
237,images/newmask_train400_0237.jpg,head_left,65.073044,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001268\BEE24-33_002561_det32_tr0003.jpg,001268/BEE24-33_002561_det32_tr0003.jpg,base300,237,
238,images/newmask_train400_0238.jpg,head_right,10.312002,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002191\BEE24-35_004963_det09_tr0014.jpg,002191/BEE24-35_004963_det09_tr0014.jpg,base300,238,
239,images/newmask_train400_0239.jpg,unclear,62.571995,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002079\BEE24-35_002753_det05_tr0005.jpg,002079/BEE24-35_002753_det05_tr0005.jpg,base300,239,
240,images/newmask_train400_0240.jpg,head_left,12.74961,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001698\BEE24-33_004687_det35_tr0001.jpg,001698/BEE24-33_004687_det35_tr0001.jpg,base300,240,
241,images/newmask_train400_0241.jpg,head_left,5.028588,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001781\BEE24-33_004985_det36_tr0009.jpg,001781/BEE24-33_004985_det36_tr0009.jpg,base300,241,
242,images/newmask_train400_0242.jpg,head_left,-8.346599,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001357\BEE24-33_002866_det25_tr0012.jpg,001357/BEE24-33_002866_det25_tr0012.jpg,base300,242,
243,images/newmask_train400_0243.jpg,unclear,28.905991,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000754\BEE24-33_000554_det36_tr0002.jpg,000754/BEE24-33_000554_det36_tr0002.jpg,base300,243,
244,images/newmask_train400_0244.jpg,head_right,-11.520988,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002194\BEE24-13_000048_det00_tr0007.jpg,002194/BEE24-13_000048_det00_tr0007.jpg,base300,244,
245,images/newmask_train400_0245.jpg,unclear,-33.352364,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001391\BEE24-33_002974_det38_tr0005.jpg,001391/BEE24-33_002974_det38_tr0005.jpg,base300,245,
246,images/newmask_train400_0246.jpg,unclear,-30.616148,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000860\BEE24-33_000351_det26_tr0006.jpg,000860/BEE24-33_000351_det26_tr0006.jpg,base300,246,
247,images/newmask_train400_0247.jpg,head_right,-29.347593,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002264\BEE24-16_000159_det11_tr0013.jpg,002264/BEE24-16_000159_det11_tr0013.jpg,base300,247,
248,images/newmask_train400_0248.jpg,head_left,-20.510054,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000405\BEE24-26_000031_det01_tr0024.jpg,000405/BEE24-26_000031_det01_tr0024.jpg,base300,248,
249,images/newmask_train400_0249.jpg,head_left,66.176857,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002211\BEE24-13_000039_det17_tr0007.jpg,002211/BEE24-13_000039_det17_tr0007.jpg,base300,249,
250,images/newmask_train400_0250.jpg,head_right,132.433884,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001318\BEE24-33_002975_det10_tr0011.jpg,001318/BEE24-33_002975_det10_tr0011.jpg,base300,250,
251,images/newmask_train400_0251.jpg,head_left,7.212678,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001405\BEE24-33_003125_det31_tr0015.jpg,001405/BEE24-33_003125_det31_tr0015.jpg,base300,251,
252,images/newmask_train400_0252.jpg,head_right,21.540339,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000649\BEE24-33_000494_det35_tr0003.jpg,000649/BEE24-33_000494_det35_tr0003.jpg,base300,252,
253,images/newmask_train400_0253.jpg,unclear,16.623966,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000649\BEE24-33_000501_det31_tr0004.jpg,000649/BEE24-33_000501_det31_tr0004.jpg,base300,253,
254,images/newmask_train400_0254.jpg,head_left,81.755249,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001876\BEE24-33_002461_det23_tr0004.jpg,001876/BEE24-33_002461_det23_tr0004.jpg,base300,254,
255,images/newmask_train400_0255.jpg,head_right,-39.438644,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000819\BEE24-33_000287_det28_tr0003.jpg,000819/BEE24-33_000287_det28_tr0003.jpg,base300,255,
256,images/newmask_train400_0256.jpg,unclear,123.208244,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000036\BEE24-06_000068_det01_tr0036.jpg,000036/BEE24-06_000068_det01_tr0036.jpg,base300,256,
257,images/newmask_train400_0257.jpg,unclear,-5.297604,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001710\BEE24-33_004711_det40_tr0016.jpg,001710/BEE24-33_004711_det40_tr0016.jpg,base300,257,
258,images/newmask_train400_0258.jpg,head_left,50.489975,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002001\BEE24-35_000956_det11_tr0007.jpg,002001/BEE24-35_000956_det11_tr0007.jpg,base300,258,
259,images/newmask_train400_0259.jpg,head_right,26.155165,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001133\BEE24-33_002070_det26_tr0007.jpg,001133/BEE24-33_002070_det26_tr0007.jpg,base300,259,
260,images/newmask_train400_0260.jpg,head_left,2.222743,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000518\BEE24-33_000589_det40_tr0009.jpg,000518/BEE24-33_000589_det40_tr0009.jpg,base300,260,
261,images/newmask_train400_0261.jpg,head_left,129.32164,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001191\BEE24-33_002366_det22_tr0016.jpg,001191/BEE24-33_002366_det22_tr0016.jpg,base300,261,
262,images/newmask_train400_0262.jpg,head_left,85.20443,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000242\BEE24-18_000020_det07_tr0010.jpg,000242/BEE24-18_000020_det07_tr0010.jpg,base300,262,
263,images/newmask_train400_0263.jpg,head_left,118.404831,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000315\BEE24-22_000020_det08_tr0010.jpg,000315/BEE24-22_000020_det08_tr0010.jpg,base300,263,
264,images/newmask_train400_0264.jpg,unclear,133.918808,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000871\BEE24-33_001096_det34_tr0010.jpg,000871/BEE24-33_001096_det34_tr0010.jpg,base300,264,
265,images/newmask_train400_0265.jpg,head_left,5.567787,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000229\BEE24-17_000061_det04_tr0011.jpg,000229/BEE24-17_000061_det04_tr0011.jpg,base300,265,
266,images/newmask_train400_0266.jpg,head_right,29.436953,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000821\BEE24-33_000354_det12_tr0010.jpg,000821/BEE24-33_000354_det12_tr0010.jpg,base300,266,
267,images/newmask_train400_0267.jpg,head_right,39.957302,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002170\BEE24-35_004390_det09_tr0004.jpg,002170/BEE24-35_004390_det09_tr0004.jpg,base300,267,
268,images/newmask_train400_0268.jpg,head_left,70.042587,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001009\BEE24-33_001466_det28_tr0008.jpg,001009/BEE24-33_001466_det28_tr0008.jpg,base300,268,
269,images/newmask_train400_0269.jpg,head_left,89.835281,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001667\BEE24-33_004576_det33_tr0004.jpg,001667/BEE24-33_004576_det33_tr0004.jpg,base300,269,
270,images/newmask_train400_0270.jpg,unclear,54.671501,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000381\BEE24-24_000068_det10_tr0003.jpg,000381/BEE24-24_000068_det10_tr0003.jpg,base300,270,
271,images/newmask_train400_0271.jpg,unclear,-1.837877,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000809\BEE24-33_001035_det33_tr0014.jpg,000809/BEE24-33_001035_det33_tr0014.jpg,base300,271,
272,images/newmask_train400_0272.jpg,unclear,-14.258517,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000662\BEE24-33_000501_det37_tr0015.jpg,000662/BEE24-33_000501_det37_tr0015.jpg,base300,272,
273,images/newmask_train400_0273.jpg,head_left,-26.10552,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000972\BEE24-33_001313_det40_tr0001.jpg,000972/BEE24-33_001313_det40_tr0001.jpg,base300,273,
274,images/newmask_train400_0274.jpg,head_left,32.748314,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001741\BEE24-33_004863_det37_tr0009.jpg,001741/BEE24-33_004863_det37_tr0009.jpg,base300,274,
275,images/newmask_train400_0275.jpg,head_right,127.034912,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000529\BEE24-33_000023_det13_tr0000.jpg,000529/BEE24-33_000023_det13_tr0000.jpg,base300,275,
276,images/newmask_train400_0276.jpg,head_left,-9.356018,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001543\BEE24-33_004003_det38_tr0020.jpg,001543/BEE24-33_004003_det38_tr0020.jpg,base300,276,
277,images/newmask_train400_0277.jpg,head_left,78.435944,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001783\BEE24-33_004991_det38_tr0001.jpg,001783/BEE24-33_004991_det38_tr0001.jpg,base300,277,
278,images/newmask_train400_0278.jpg,head_right,99.868454,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002201\BEE24-13_000179_det04_tr0027.jpg,002201/BEE24-13_000179_det04_tr0027.jpg,base300,278,
279,images/newmask_train400_0279.jpg,head_right,-1.952357,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001152\BEE24-33_002182_det24_tr0004.jpg,001152/BEE24-33_002182_det24_tr0004.jpg,base300,279,
280,images/newmask_train400_0280.jpg,head_right,-5.49965,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000004\BEE24-01_000028_det03_tr0014.jpg,000004/BEE24-01_000028_det03_tr0014.jpg,base300,280,
281,images/newmask_train400_0281.jpg,unclear,87.645882,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001589\BEE24-33_004268_det32_tr0012.jpg,001589/BEE24-33_004268_det32_tr0012.jpg,base300,281,
282,images/newmask_train400_0282.jpg,head_right,30.548565,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001762\BEE24-33_004913_det38_tr0000.jpg,001762/BEE24-33_004913_det38_tr0000.jpg,base300,282,
283,images/newmask_train400_0283.jpg,unclear,-23.711758,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001262\BEE24-33_002532_det34_tr0002.jpg,001262/BEE24-33_002532_det34_tr0002.jpg,base300,283,
284,images/newmask_train400_0284.jpg,head_left,91.497864,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000403\BEE24-26_000005_det01_tr0003.jpg,000403/BEE24-26_000005_det01_tr0003.jpg,base300,284,
285,images/newmask_train400_0285.jpg,unclear,-1.879453,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000713\BEE24-33_000175_det35_tr0000.jpg,000713/BEE24-33_000175_det35_tr0000.jpg,base300,285,
286,images/newmask_train400_0286.jpg,head_left,39.75132,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000332\BEE24-23_000064_det00_tr0034.jpg,000332/BEE24-23_000064_det00_tr0034.jpg,base300,286,
287,images/newmask_train400_0287.jpg,head_right,2.716639,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000037\BEE24-06_000034_det02_tr0017.jpg,000037/BEE24-06_000034_det02_tr0017.jpg,base300,287,
288,images/newmask_train400_0288.jpg,unclear,26.304537,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001371\BEE24-33_002888_det34_tr0012.jpg,001371/BEE24-33_002888_det34_tr0012.jpg,base300,288,
289,images/newmask_train400_0289.jpg,unclear,80.219894,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000908\BEE24-33_001136_det40_tr0004.jpg,000908/BEE24-33_001136_det40_tr0004.jpg,base300,289,
290,images/newmask_train400_0290.jpg,unclear,-3.316933,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000443\BEE24-27_000056_det09_tr0020.jpg,000443/BEE24-27_000056_det09_tr0020.jpg,base300,290,
291,images/newmask_train400_0291.jpg,head_left,71.345909,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000097\BEE24-11_000013_det02_tr0009.jpg,000097/BEE24-11_000013_det02_tr0009.jpg,base300,291,
292,images/newmask_train400_0292.jpg,head_right,48.731846,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002022\BEE24-35_001429_det10_tr0005.jpg,002022/BEE24-35_001429_det10_tr0005.jpg,base300,292,
293,images/newmask_train400_0293.jpg,head_right,-4.693193,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001199\BEE24-33_002411_det22_tr0018.jpg,001199/BEE24-33_002411_det22_tr0018.jpg,base300,293,
294,images/newmask_train400_0294.jpg,head_left,28.260965,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001033\BEE24-33_001785_det25_tr0007.jpg,001033/BEE24-33_001785_det25_tr0007.jpg,base300,294,
295,images/newmask_train400_0295.jpg,head_left,15.588167,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001520\BEE24-33_003803_det27_tr0021.jpg,001520/BEE24-33_003803_det27_tr0021.jpg,base300,295,
296,images/newmask_train400_0296.jpg,head_right,121.870857,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001470\BEE24-33_003460_det28_tr0021.jpg,001470/BEE24-33_003460_det28_tr0021.jpg,base300,296,
297,images/newmask_train400_0297.jpg,head_right,10.836169,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001348\BEE24-33_002806_det30_tr0011.jpg,001348/BEE24-33_002806_det30_tr0011.jpg,base300,297,
298,images/newmask_train400_0298.jpg,head_left,-29.540827,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000990\BEE24-33_001548_det04_tr0017.jpg,000990/BEE24-33_001548_det04_tr0017.jpg,base300,298,
299,images/newmask_train400_0299.jpg,head_left,30.63533,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002238\BEE24-16_000088_det02_tr0013.jpg,002238/BEE24-16_000088_det02_tr0013.jpg,base300,299,
300,images/newmask_train400_0300.jpg,head_right,4.419613,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000243\BEE24-18_000019_det08_tr0014.jpg,000243/BEE24-18_000019_det08_tr0014.jpg,base300,300,
301,images/newmask_train400_0301.jpg,head_right,30.762972,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002058\BEE24-35_002277_det08_tr0023.jpg,002058/BEE24-35_002277_det08_tr0023.jpg,supp100,1,
302,images/newmask_train400_0302.jpg,head_right,83.447243,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000283\BEE24-20_000065_det03_tr0034.jpg,000283/BEE24-20_000065_det03_tr0034.jpg,supp100,2,
303,images/newmask_train400_0303.jpg,head_right,57.910999,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000002\BEE24-01_000035_det01_tr0018.jpg,000002/BEE24-01_000035_det01_tr0018.jpg,supp100,3,
304,images/newmask_train400_0304.jpg,head_right,116.95858,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000428\BEE24-27_000046_det01_tr0024.jpg,000428/BEE24-27_000046_det01_tr0024.jpg,supp100,4,
305,images/newmask_train400_0305.jpg,head_right,36.677212,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002140\BEE24-35_003947_det08_tr0006.jpg,002140/BEE24-35_003947_det08_tr0006.jpg,supp100,5,
306,images/newmask_train400_0306.jpg,head_right,73.928848,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000014\BEE24-02_000071_det03_tr0038.jpg,000014/BEE24-02_000071_det03_tr0038.jpg,supp100,6,
307,images/newmask_train400_0307.jpg,head_right,-24.352448,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000041\BEE24-06_000020_det06_tr0010.jpg,000041/BEE24-06_000020_det06_tr0010.jpg,supp100,7,
308,images/newmask_train400_0308.jpg,head_right,56.672031,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002009\BEE24-35_001151_det09_tr0013.jpg,002009/BEE24-35_001151_det09_tr0013.jpg,supp100,8,
309,images/newmask_train400_0309.jpg,head_right,52.779392,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000207\BEE24-15_000226_det07_tr0022.jpg,000207/BEE24-15_000226_det07_tr0022.jpg,supp100,9,
310,images/newmask_train400_0310.jpg,head_right,33.503529,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002098\BEE24-35_003191_det08_tr0011.jpg,002098/BEE24-35_003191_det08_tr0011.jpg,supp100,10,
311,images/newmask_train400_0311.jpg,head_right,-36.924862,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000048\BEE24-07_000037_det05_tr0019.jpg,000048/BEE24-07_000037_det05_tr0019.jpg,supp100,11,
312,images/newmask_train400_0312.jpg,head_right,78.268478,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000456\BEE24-28_000005_det07_tr0003.jpg,000456/BEE24-28_000005_det07_tr0003.jpg,supp100,12,
313,images/newmask_train400_0313.jpg,head_right,31.840223,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001983\BEE24-35_000331_det10_tr0015.jpg,001983/BEE24-35_000331_det10_tr0015.jpg,supp100,13,
314,images/newmask_train400_0314.jpg,head_right,105.754776,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000763\BEE24-33_000959_det27_tr0022.jpg,000763/BEE24-33_000959_det27_tr0022.jpg,supp100,14,
315,images/newmask_train400_0315.jpg,head_left,91.236183,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000477\BEE24-29_000068_det04_tr0003.jpg,000477/BEE24-29_000068_det04_tr0003.jpg,supp100,15,
316,images/newmask_train400_0316.jpg,head_right,120.907555,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000160\BEE24-15_000181_det00_tr0030.jpg,000160/BEE24-15_000181_det00_tr0030.jpg,supp100,16,
317,images/newmask_train400_0317.jpg,head_left,101.104553,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000315\BEE24-22_000009_det11_tr0001.jpg,000315/BEE24-22_000009_det11_tr0001.jpg,supp100,17,
318,images/newmask_train400_0318.jpg,head_left,53.088593,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000497\BEE24-31_000038_det05_tr0010.jpg,000497/BEE24-31_000038_det05_tr0010.jpg,supp100,18,
319,images/newmask_train400_0319.jpg,unclear,99.136208,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000365\BEE24-24_000029_det08_tr0015.jpg,000365/BEE24-24_000029_det08_tr0015.jpg,supp100,19,
320,images/newmask_train400_0320.jpg,head_right,90.402489,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001959\BEE24-33_004901_det19_tr0011.jpg,001959/BEE24-33_004901_det19_tr0011.jpg,supp100,20,
321,images/newmask_train400_0321.jpg,head_left,-2.415529,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000031\BEE24-05_000017_det01_tr0008.jpg,000031/BEE24-05_000017_det01_tr0008.jpg,supp100,21,
322,images/newmask_train400_0322.jpg,unclear,-14.3098,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000229\BEE24-17_000065_det04_tr0014.jpg,000229/BEE24-17_000065_det04_tr0014.jpg,supp100,22,
323,images/newmask_train400_0323.jpg,head_left,-20.739035,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000502\BEE24-31_000050_det08_tr0003.jpg,000502/BEE24-31_000050_det08_tr0003.jpg,supp100,23,
324,images/newmask_train400_0324.jpg,head_left,22.83119,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000298\BEE24-21_000031_det04_tr0009.jpg,000298/BEE24-21_000031_det04_tr0009.jpg,supp100,24,
325,images/newmask_train400_0325.jpg,head_right,-4.417353,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000044\BEE24-07_000062_det01_tr0033.jpg,000044/BEE24-07_000062_det01_tr0033.jpg,supp100,25,
326,images/newmask_train400_0326.jpg,head_right,-2.360351,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000927\BEE24-33_000422_det15_tr0002.jpg,000927/BEE24-33_000422_det15_tr0002.jpg,supp100,26,
327,images/newmask_train400_0327.jpg,head_right,127.355904,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001982\BEE24-35_000260_det08_tr0010.jpg,001982/BEE24-35_000260_det08_tr0010.jpg,supp100,27,
328,images/newmask_train400_0328.jpg,head_left,94.602547,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001717\BEE24-33_004796_det30_tr0021.jpg,001717/BEE24-33_004796_det30_tr0021.jpg,supp100,28,
329,images/newmask_train400_0329.jpg,head_right,-40.55043,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000219\BEE24-17_000010_det04_tr0007.jpg,000219/BEE24-17_000010_det04_tr0007.jpg,supp100,29,
330,images/newmask_train400_0330.jpg,head_right,-39.307552,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001177\BEE24-33_002403_det16_tr0016.jpg,001177/BEE24-33_002403_det16_tr0016.jpg,supp100,30,
331,images/newmask_train400_0331.jpg,head_right,61.235081,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000201\BEE24-15_000161_det10_tr0001.jpg,000201/BEE24-15_000161_det10_tr0001.jpg,supp100,31,
332,images/newmask_train400_0332.jpg,head_right,11.996004,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000162\BEE24-15_000113_det08_tr0018.jpg,000162/BEE24-15_000113_det08_tr0018.jpg,supp100,32,
333,images/newmask_train400_0333.jpg,head_right,46.774422,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000431\BEE24-27_000030_det04_tr0023.jpg,000431/BEE24-27_000030_det04_tr0023.jpg,supp100,33,
334,images/newmask_train400_0334.jpg,head_left,109.091919,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002111\BEE24-35_003756_det07_tr0020.jpg,002111/BEE24-35_003756_det07_tr0020.jpg,supp100,34,
335,images/newmask_train400_0335.jpg,head_right,-39.062382,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001251\BEE24-33_002523_det27_tr0007.jpg,001251/BEE24-33_002523_det27_tr0007.jpg,supp100,35,
336,images/newmask_train400_0336.jpg,head_right,75.40834,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000221\BEE24-17_000036_det02_tr0019.jpg,000221/BEE24-17_000036_det02_tr0019.jpg,supp100,36,
