global_index,batch,batch_index,image_path,label,angle_degrees,original_source,notes
256,batch_003,56,images/batch_003_056.jpg,unclear,107.327591,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000036\BEE24-06_000068_det01_tr0036.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
257,batch_003,57,images/batch_003_057.jpg,head_left,-17.661428,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001710\BEE24-33_004711_det40_tr0016.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
258,batch_003,58,images/batch_003_058.jpg,head_left,48.612961,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002001\BEE24-35_000956_det11_tr0007.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
259,batch_003,59,images/batch_003_059.jpg,head_right,16.608864,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001133\BEE24-33_002070_det26_tr0007.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
260,batch_003,60,images/batch_003_060.jpg,head_left,12.08036,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000518\BEE24-33_000589_det40_tr0009.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
261,batch_003,61,images/batch_003_061.jpg,unclear,124.749313,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001191\BEE24-33_002366_det22_tr0016.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
262,batch_003,62,images/batch_003_062.jpg,head_left,89.22464,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000242\BEE24-18_000020_det07_tr0010.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
263,batch_003,63,images/batch_003_063.jpg,unclear,87.283867,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000315\BEE24-22_000020_det08_tr0010.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
264,batch_003,64,images/batch_003_064.jpg,unclear,58.02932,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000871\BEE24-33_001096_det34_tr0010.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
265,batch_003,65,images/batch_003_065.jpg,unclear,19.522049,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000229\BEE24-17_000061_det04_tr0011.jpg,codex visual review: not recognizable enough; left blank
266,batch_003,66,images/batch_003_066.jpg,head_right,29.271717,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000821\BEE24-33_000354_det12_tr0010.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
267,batch_003,67,images/batch_003_067.jpg,head_right,24.387413,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002170\BEE24-35_004390_det09_tr0004.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
268,batch_003,68,images/batch_003_068.jpg,unclear,72.09478,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001009\BEE24-33_001466_det28_tr0008.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
269,batch_003,69,images/batch_003_069.jpg,head_left,95.662453,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001667\BEE24-33_004576_det33_tr0004.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
270,batch_003,70,images/batch_003_070.jpg,unclear,74.163719,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000381\BEE24-24_000068_det10_tr0003.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
271,batch_003,71,images/batch_003_071.jpg,unclear,7.188299,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000809\BEE24-33_001035_det33_tr0014.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
272,batch_003,72,images/batch_003_072.jpg,unclear,-19.491634,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000662\BEE24-33_000501_det37_tr0015.jpg,codex visual review: not recognizable enough; left blank
273,batch_003,73,images/batch_003_073.jpg,unclear,126.206154,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000972\BEE24-33_001313_det40_tr0001.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
274,batch_003,74,images/batch_003_074.jpg,unclear,25.475719,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001741\BEE24-33_004863_det37_tr0009.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
275,batch_003,75,images/batch_003_075.jpg,head_right,127.690842,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000529\BEE24-33_000023_det13_tr0000.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
276,batch_003,76,images/batch_003_076.jpg,head_left,-10.973587,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001543\BEE24-33_004003_det38_tr0020.jpg,codex visual review: not recognizable enough; left blank
277,batch_003,77,images/batch_003_077.jpg,head_right,61.68597,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001783\BEE24-33_004991_det38_tr0001.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
278,batch_003,78,images/batch_003_078.jpg,head_right,101.972542,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002201\BEE24-13_000179_det04_tr0027.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
279,batch_003,79,images/batch_003_079.jpg,head_right,5.857285,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001152\BEE24-33_002182_det24_tr0004.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
280,batch_003,80,images/batch_003_080.jpg,head_right,-8.708467,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000004\BEE24-01_000028_det03_tr0014.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
281,batch_003,81,images/batch_003_081.jpg,unclear,41.727982,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001589\BEE24-33_004268_det32_tr0012.jpg,codex visual review: not recognizable enough; left blank
282,batch_003,82,images/batch_003_082.jpg,unclear,46.593689,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001762\BEE24-33_004913_det38_tr0000.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
283,batch_003,83,images/batch_003_083.jpg,unclear,-1.060651,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001262\BEE24-33_002532_det34_tr0002.jpg,codex visual review: not recognizable enough; left blank
284,batch_003,84,images/batch_003_084.jpg,head_left,94.236481,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000403\BEE24-26_000005_det01_tr0003.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
285,batch_003,85,images/batch_003_085.jpg,unclear,-28.293062,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000713\BEE24-33_000175_det35_tr0000.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
286,batch_003,86,images/batch_003_086.jpg,head_left,39.393856,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000332\BEE24-23_000064_det00_tr0034.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
287,batch_003,87,images/batch_003_087.jpg,unclear,5.927238,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000037\BEE24-06_000034_det02_tr0017.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
288,batch_003,88,images/batch_003_088.jpg,unclear,-20.787298,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001371\BEE24-33_002888_det34_tr0012.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
289,batch_003,89,images/batch_003_089.jpg,unclear,76.629189,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000908\BEE24-33_001136_det40_tr0004.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
290,batch_003,90,images/batch_003_090.jpg,unclear,5.676987,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000443\BEE24-27_000056_det09_tr0020.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
291,batch_003,91,images/batch_003_091.jpg,head_left,70.903816,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000097\BEE24-11_000013_det02_tr0009.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
292,batch_003,92,images/batch_003_092.jpg,head_right,54.026386,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002022\BEE24-35_001429_det10_tr0005.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
293,batch_003,93,images/batch_003_093.jpg,head_right,18.10191,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001199\BEE24-33_002411_det22_tr0018.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
294,batch_003,94,images/batch_003_094.jpg,head_left,14.408337,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001033\BEE24-33_001785_det25_tr0007.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
295,batch_003,95,images/batch_003_095.jpg,unclear,36.42308,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001520\BEE24-33_003803_det27_tr0021.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
296,batch_003,96,images/batch_003_096.jpg,unclear,91.814819,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001470\BEE24-33_003460_det28_tr0021.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
297,batch_003,97,images/batch_003_097.jpg,unclear,-6.641386,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001348\BEE24-33_002806_det30_tr0011.jpg,codex visual review: not recognizable enough; left blank
298,batch_003,98,images/batch_003_098.jpg,unclear,123.222946,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000990\BEE24-33_001548_det04_tr0017.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
299,batch_003,99,images/batch_003_099.jpg,head_left,25.66341,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002238\BEE24-16_000088_det02_tr0013.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
300,batch_003,100,images/batch_003_100.jpg,head_right,-8.004136,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000243\BEE24-18_000019_det08_tr0014.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
